ULC,LTC*0.000001,EUR,
GKZ,KZT*50,EUR,
WDW,KRW*1000,EUR,
UCH,BCH*0.000001,EUR,
MLC,LTC*0.001,EUR,
MEH,ETH*0.001,EUR,
NTD,TWD*1,EUR,
UZC,ZEC*0.000001,EUR,
RVP,KRW*1000,EUR,
MBC,BTC*0.001,EUR,
GMR,RUB*30,EUR,
UBC,BTC*0.000001,EUR,
GRU,RUB*30,EUR,
MZC,ZEC*0.001,EUR,
BTC,,,7200000
MCH,BCH*0.001,EUR,
GMK,KZT*50,EUR,
UEH,ETH*0.000001,EUR,
IPS,USD*0.140056022,EUR,
RMB,CNY*1,EUR,
VNX,VND*1,EUR,
IDX,IDR*1,EUR,
